timestamp,bin_start,bin_end,src_ip,dst_ip,count,total_bytes,flag_type
1257253200000000,1257253200000000,1257256800000000,172.28.133.12,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.12,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.12,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.12,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.158,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,205.63.202.67,3,198,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.158,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.158,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.158,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.86,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,205.63.202.67,3,198,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.86,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.195.194,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,205.63.202.67,3,198,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.195.194,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.86,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.86,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.195.194,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.195.194,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.198.166,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,205.63.202.67,3,198,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.198.166,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.198.166,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.198.166,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.20.99,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,205.63.202.67,3,198,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.20.99,1,66,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.20.99,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.20.99,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.202,205.63.202.67,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.4.202,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.202,205.63.202.67,2,132,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.202,205.63.202.67,1,96,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.4.202,2,132,ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.4.202,1,615,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.4.202,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.202,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.12,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.133.12,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.198.166,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.195.194,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.12,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.1.203,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.1.203,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.1.203,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.20.99,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.129.124,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.129.124,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.129.124,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.133.86,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.1.134,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,152.162.178.254,2950,177000,SYN
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.1.134,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,152.162.178.254,172.28.133.158,2950,177000,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.1.134,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,152.162.178.254,2950,177000,RST
1257253200000000,1257253200000000,1257256800000000,19.16.150.30,172.28.177.139,4,476,ACK+FIN+PSH+SYN
1257253200000000,1257253200000000,1257256800000000,49.232.95.127,172.28.97.169,4,240,RST+ACK
1257253200000000,1257253200000000,1257256800000000,219.160.125.33,172.28.74.179,2,158,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,211.144.70.97,172.28.154.10,2,120,SYN
1257253200000000,1257253200000000,1257256800000000,158.190.85.16,172.28.116.90,2,280,SYN
1257253200000000,1257253200000000,1257256800000000,122.201.178.72,172.28.42.98,424,48336,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,19.202.221.71,172.28.4.7,106584,6395040,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,19.202.221.71,1217,73020,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,19.202.221.72,172.28.4.7,106587,6395220,SYN
1257253200000000,1257253200000000,1257256800000000,19.202.221.73,172.28.4.7,106588,6395280,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,19.202.221.72,1094,65640,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,19.202.221.73,1087,65220,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.195.194,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.195.194,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.1.203,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.1.203,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.20.99,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.86,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.20.99,1,60,RST
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.86,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.1.134,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.1.134,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.129.124,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.133.12,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.129.124,1,60,RST
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.12,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.133.158,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.198.166,205.63.202.67,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.133.158,1,60,RST
1257253200000000,1257253200000000,1257256800000000,205.63.202.67,172.28.198.166,1,60,RST
1257253200000000,1257253200000000,1257256800000000,120.5.53.166,172.28.4.7,106718,6403080,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,120.5.53.166,3576,214560,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,120.5.53.166,172.28.4.7,256,15360,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,120.5.53.166,256,15360,ACK
1257253200000000,1257253200000000,1257256800000000,24.168.166.204,172.28.23.56,72,5328,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.23.56,24.168.166.204,64,3840,RST+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,138.106.196.178,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,138.106.196.178,172.28.219.190,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,138.106.196.178,6717,10163746,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,138.106.196.178,1404,1416151,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,138.106.196.178,172.28.219.190,4445,293966,ACK
1257253200000000,1257253200000000,1257256800000000,138.106.196.178,172.28.219.190,2,666,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,138.106.196.178,172.28.219.190,2,132,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,28.133.133.90,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.219.190,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,28.133.133.90,16,1056,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,28.133.133.90,1,88,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.219.190,13,18234,ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.219.190,2,1648,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.219.190,1,1126,ACK+FIN+PSH
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,138.106.196.178,2,132,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,138.106.196.178,172.28.219.190,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,138.106.196.178,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.219.190,28.133.133.90,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.219.190,1,60,RST
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,198.123.37.66,172.28.14.52,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,18164,27494504,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,29439,24764986,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,198.123.37.66,172.28.14.52,30067,1984422,ACK
1257253200000000,1257253200000000,1257256800000000,198.123.37.66,172.28.14.52,2,634,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,198.123.37.66,172.28.14.52,2,132,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,28.133.133.90,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.14.52,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,28.133.133.90,16,1056,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,28.133.133.90,1,88,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.14.52,13,18234,ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.14.52,2,1646,PSH+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.14.52,1,1126,ACK+FIN+PSH
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,155.108.237.71,172.28.4.7,284884,17093040,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,155.108.237.71,4887,293220,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,155.108.237.71,172.28.4.7,256,15360,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,155.108.237.71,7,420,RST
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,155.108.237.71,249,14940,ACK
1257253200000000,1257253200000000,1257256800000000,218.233.109.140,172.28.4.7,284864,17091840,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,218.233.109.140,4384,263040,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,218.233.109.140,172.28.4.7,256,15360,ACK
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,218.233.109.140,2,120,RST
1257253200000000,1257253200000000,1257256800000000,172.28.4.7,218.233.109.140,254,15240,ACK
1257253200000000,1257253200000000,1257256800000000,198.123.37.66,172.28.14.52,1,74,SYN
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,1,74,SYN+ACK
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,198.123.37.66,1,868,ACK+FIN+PSH
1257253200000000,1257253200000000,1257256800000000,172.28.14.52,28.133.133.90,1,66,FIN+ACK
1257253200000000,1257253200000000,1257256800000000,28.133.133.90,172.28.14.52,1,60,RST
1257253200000000,1257253200000000,1257256800000000,42.196.162.102,172.28.79.227,2,120,NONE
1257253200000000,1257253200000000,1257256800000000,193.168.132.153,172.28.147.136,2,210,ACK+SYN+URG
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.192.5,1,74,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.192.5,24.252.33.237,1,74,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.192.5,12,12376,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.192.5,24.252.33.237,1,74,SYN
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.192.5,1,60,RST+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.192.5,24.252.33.237,3,693,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.192.5,4,4450,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.192.5,24.252.33.237,8,528,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.192.5,24.252.33.237,1,115,ACK+FIN+PSH
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.192.5,1,66,FIN+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.221.155,24.252.33.237,4,1736,SYN
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.221.155,4,296,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.221.155,24.252.33.237,555,823222,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.221.155,24.252.33.237,53,41279,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.221.155,333,22014,ACK
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.221.155,5,646,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.221.155,24.252.33.237,4,1712,RST+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.221.155,24.252.33.237,87,5220,RST
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.221.155,1,82,ACK+FIN+PSH
1257256800000000,1257256800000000,1257260400000000,24.252.33.237,172.28.221.155,6,360,RST
1257256800000000,1257256800000000,1257260400000000,35.182.39.183,172.28.134.218,6,8412,NONE
1257256800000000,1257256800000000,1257260400000000,172.28.134.218,35.182.39.183,2,1180,NONE
1257256800000000,1257256800000000,1257260400000000,35.182.39.183,172.28.134.218,6,444,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.134.218,35.182.39.183,6,360,RST+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,34.110.234.33,1,74,SYN
1257256800000000,1257256800000000,1257260400000000,34.110.234.33,172.28.2.93,1,74,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,34.110.234.33,17423,26371590,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,34.110.234.33,30363,26272214,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,34.110.234.33,172.28.2.93,31295,2065470,ACK
1257256800000000,1257256800000000,1257260400000000,34.110.234.33,172.28.2.93,2,634,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,34.110.234.33,172.28.2.93,2,132,FIN+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,28.133.133.90,1,74,SYN
1257256800000000,1257256800000000,1257260400000000,28.133.133.90,172.28.2.93,1,74,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,28.133.133.90,16,1056,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,28.133.133.90,1,88,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,28.133.133.90,172.28.2.93,13,18234,ACK
1257256800000000,1257256800000000,1257260400000000,28.133.133.90,172.28.2.93,2,1645,PSH+ACK
1257256800000000,1257256800000000,1257260400000000,28.133.133.90,172.28.2.93,1,1126,ACK+FIN+PSH
1257256800000000,1257256800000000,1257260400000000,172.28.2.93,34.110.234.33,2,132,FIN+ACK
1257256800000000,1257256800000000,1257260400000000,1.23.177.16,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.23.177.16,143,8580,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.23.177.16,172.28.4.7,9,540,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.23.177.16,9,540,ACK
1257256800000000,1257256800000000,1257260400000000,1.90.252.36,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.90.252.36,155,9300,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.90.252.36,172.28.4.7,8,480,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.90.252.36,8,480,ACK
1257256800000000,1257256800000000,1257260400000000,1.101.50.36,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.101.50.36,161,9660,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.101.50.36,172.28.4.7,5,300,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.101.50.36,5,300,ACK
1257256800000000,1257256800000000,1257260400000000,1.102.195.22,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.102.195.22,169,10140,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.102.195.22,172.28.4.7,35,2100,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.102.195.22,35,2100,ACK
1257256800000000,1257256800000000,1257260400000000,1.144.159.30,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.144.159.30,83,4980,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.181.20.71,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.181.20.71,84,5040,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.199.49.19,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.199.49.19,166,9960,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.199.49.19,172.28.4.7,32,1920,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.199.49.19,32,1920,ACK
1257256800000000,1257256800000000,1257260400000000,1.226.12.37,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.226.12.37,166,9960,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,1.226.12.37,172.28.4.7,32,1920,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,1.226.12.37,32,1920,ACK
1257256800000000,1257256800000000,1257260400000000,2.66.18.14,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,2.66.18.14,114,6840,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,2.190.156.35,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,2.190.156.35,122,7320,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,2.234.50.12,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,2.234.50.12,161,9660,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,3.1.141.25,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.1.141.25,131,7860,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,3.1.141.25,172.28.4.7,26,1560,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.1.141.25,26,1560,ACK
1257256800000000,1257256800000000,1257260400000000,3.118.53.21,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.118.53.21,149,8940,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,3.118.53.21,172.28.4.7,24,1440,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.118.53.21,24,1440,ACK
1257256800000000,1257256800000000,1257260400000000,3.121.212.34,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.121.212.34,149,8940,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,3.121.212.34,172.28.4.7,26,1560,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.121.212.34,26,1560,ACK
1257256800000000,1257256800000000,1257260400000000,3.194.221.19,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.194.221.19,149,8940,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,3.194.221.19,172.28.4.7,24,1440,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.194.221.19,24,1440,ACK
1257256800000000,1257256800000000,1257260400000000,3.230.71.16,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,3.230.71.16,160,9600,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,4.149.26.80,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,4.149.26.80,103,6180,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,4.220.7.27,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,4.220.7.27,43,2580,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,4.220.7.27,172.28.4.7,54,3240,RST
1257256800000000,1257256800000000,1257260400000000,4.220.7.27,172.28.4.7,28,1680,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,4.220.7.27,17,1020,RST
1257256800000000,1257256800000000,1257260400000000,5.154.248.27,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,5.154.248.27,159,9540,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,5.154.248.27,172.28.4.7,92,5520,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,5.154.248.27,92,5520,ACK
1257256800000000,1257256800000000,1257260400000000,5.180.127.39,172.28.4.7,48,2880,SYN
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,5.180.127.39,140,8400,SYN+ACK
1257256800000000,1257256800000000,1257260400000000,5.180.127.39,172.28.4.7,74,4440,ACK
1257256800000000,1257256800000000,1257260400000000,172.28.4.7,5.180.127.39,74,4440,ACK
1257256800000000,1257256800000000,1257260400000000,5.189.157.16,172.28.4.7,48,2880,SYN
